0.,0.,0.,10,0
0.,0.06283185307179587,10.,10,0
0.,0.12566370614359174,20.,10,0
0.,0.18849555921538758,30.,10,0
0.,0.25132741228718347,40.,10,0
0.,0.3141592653589793,50.,10,0
0.,0.37699111843077515,60.,10,0
0.,0.4398229715025711,70.,10,0
0.,0.5026548245743669,80.,10,0
0.,0.5654866776461628,90.,10,0
0.,0.6283185307179586,100.,10,0
0.,0.6911503837897545,110.,10,0
0.,0.7539822368615503,120.,10,0
0.,0.8168140899333463,130.,10,0
0.,0.8796459430051422,140.,10,0
0.,0.9424777960769379,150.,10,0
0.,1.0053096491487339,160.,10,0
0.,1.0681415022205298,170.,10,0
0.,1.1309733552923256,180.,10,0
0.,1.1938052083641213,190.,10,0
0.,1.2566370614359172,200.,10,0
0.01,0.,0.,10,0
0.01,0.06283185307179587,10.,10,0
0.01,0.12566370614359174,20.,10,0
0.01,0.18849555921538758,30.,10,0
0.01,0.25132741228718347,40.,10,0
0.01,0.3141592653589793,50.,10,0
0.01,0.37699111843077515,60.,10,0
0.01,0.4398229715025711,70.,10,0
0.01,0.5026548245743669,80.,10,0
0.01,0.5654866776461628,90.,10,0
0.01,0.6283185307179586,100.,10,0
0.01,0.6911503837897545,110.,10,0
0.01,0.7539822368615503,120.,10,0
0.01,0.8168140899333463,130.,10,0
0.01,0.8796459430051422,140.,10,0
0.01,0.9424777960769379,150.,10,0
0.01,1.0053096491487339,160.,10,0
0.01,1.0681415022205298,170.,10,0
0.01,1.1309733552923256,180.,10,0
0.01,1.1938052083641213,190.,10,0
0.01,1.2566370614359172,200.,10,0
0.02,0.,0.,10,0
0.02,0.06283185307179587,10.,10,0
0.02,0.12566370614359174,20.,10,0
0.02,0.18849555921538758,30.,10,0
0.02,0.25132741228718347,40.,10,0
0.02,0.3141592653589793,50.,10,0
0.02,0.37699111843077515,60.,10,0
0.02,0.4398229715025711,70.,10,0
0.02,0.5026548245743669,80.,10,0
0.02,0.5654866776461628,90.,10,0
0.02,0.6283185307179586,100.,10,0
0.02,0.6911503837897545,110.,10,0
0.02,0.7539822368615503,120.,10,0
0.02,0.8168140899333463,130.,10,0
0.02,0.8796459430051422,140.,10,0
0.02,0.9424777960769379,150.,10,0
0.02,1.0053096491487339,160.,10,0
0.02,1.0681415022205298,170.,10,0
0.02,1.1309733552923256,180.,10,0
0.02,1.1938052083641213,190.,10,0
0.02,1.2566370614359172,200.,10,0
0.03,0.,0.,10,0
0.03,0.06283185307179587,10.,10,0
0.03,0.12566370614359174,20.,10,0
0.03,0.18849555921538758,30.,10,0
0.03,0.25132741228718347,40.,10,0
0.03,0.3141592653589793,50.,10,0
0.03,0.37699111843077515,60.,10,0
0.03,0.4398229715025711,70.,10,0
0.03,0.5026548245743669,80.,10,0
0.03,0.5654866776461628,90.,10,0
0.03,0.6283185307179586,100.,10,0
0.03,0.6911503837897545,110.,10,0
0.03,0.7539822368615503,120.,10,0
0.03,0.8168140899333463,130.,10,0
0.03,0.8796459430051422,140.,10,0
0.03,0.9424777960769379,150.,10,0
0.03,1.0053096491487339,160.,10,0
0.03,1.0681415022205298,170.,10,0
0.03,1.1309733552923256,180.,10,0
0.03,1.1938052083641213,190.,10,0
0.03,1.2566370614359172,200.,10,0
0.04,0.,0.,10,0
0.04,0.06283185307179587,10.,10,0
0.04,0.12566370614359174,20.,10,0
0.04,0.18849555921538758,30.,10,0
0.04,0.25132741228718347,40.,10,0
0.04,0.3141592653589793,50.,10,0
0.04,0.37699111843077515,60.,10,0
0.04,0.4398229715025711,70.,10,0
0.04,0.5026548245743669,80.,10,0
0.04,0.5654866776461628,90.,10,0
0.04,0.6283185307179586,100.,10,0
0.04,0.6911503837897545,110.,10,0
0.04,0.7539822368615503,120.,10,0
0.04,0.8168140899333463,130.,10,0
0.04,0.8796459430051422,140.,10,0
0.04,0.9424777960769379,150.,10,0
0.04,1.0053096491487339,160.,10,0
0.04,1.0681415022205298,170.,10,0
0.04,1.1309733552923256,180.,10,0
0.04,1.1938052083641213,190.,10,0
0.04,1.2566370614359172,200.,10,0
0.05,0.,0.,10,0
0.05,0.06283185307179587,10.,10,0
0.05,0.12566370614359174,20.,10,0
0.05,0.18849555921538758,30.,10,0
0.05,0.25132741228718347,40.,10,0
0.05,0.3141592653589793,50.,10,0
0.05,0.37699111843077515,60.,10,0
0.05,0.4398229715025711,70.,10,0
0.05,0.5026548245743669,80.,10,0
0.05,0.5654866776461628,90.,10,0
0.05,0.6283185307179586,100.,10,0
0.05,0.6911503837897545,110.,10,0
0.05,0.7539822368615503,120.,10,0
0.05,0.8168140899333463,130.,10,0
0.05,0.8796459430051422,140.,10,0
0.05,0.9424777960769379,150.,10,0
0.05,1.0053096491487339,160.,10,0
0.05,1.0681415022205298,170.,10,0
0.05,1.1309733552923256,180.,10,0
0.05,1.1938052083641213,190.,10,0
0.05,1.2566370614359172,200.,10,0
0.06,0.,0.,10,0
0.06,0.06283185307179587,10.,10,0
0.06,0.12566370614359174,20.,10,0
0.06,0.18849555921538758,30.,10,0
0.06,0.25132741228718347,40.,10,0
0.06,0.3141592653589793,50.,10,0
0.06,0.37699111843077515,60.,10,0
0.06,0.4398229715025711,70.,10,0
0.06,0.5026548245743669,80.,10,0
0.06,0.5654866776461628,90.,10,0
0.06,0.6283185307179586,100.,10,0
0.06,0.6911503837897545,110.,10,0
0.06,0.7539822368615503,120.,10,0
0.06,0.8168140899333463,130.,10,0
0.06,0.8796459430051422,140.,10,0
0.06,0.9424777960769379,150.,10,0
0.06,1.0053096491487339,160.,10,0
0.06,1.0681415022205298,170.,10,0
